age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,pc1,pc2,pc3,pc4,pc5,pc6
2,1,0.08728143615347926,1,0.8,2,10,0,1,1,0.0,0.0,0.39795918367346933,0,1,3.107902600031287,-1.5382605549854038,-1.0402331123942805,0.2501812966345318,-0.10909000947107368,-0.12489357197614037
2,0,0.07441031313531085,1,0.8,4,0,3,4,0,0.0,0.0,0.2959183673469387,1,0,-6.910499552198122,1.6280277707090578,-2.4077443204200253,-0.272759882763298,-0.12469205154879442,0.8301807026517949
2,0,0.13039174895052144,4,0.7333333333333334,4,12,1,2,1,0.0,0.0,0.5,1,0,5.022227988855955,1.2503392512001943,0.7084813256095428,1.6800101406784564,-1.056026349968468,-0.4956492056679551
0,0,0.07407204446203441,4,0.6666666666666666,2,2,0,1,1,0.0,0.0,0.39795918367346933,0,1,-4.99710360408991,-0.8717386843376076,1.594900845456398,0.7422352986388738,-0.10243149349631082,-2.0282956631682443
2,0,0.15776986229082313,3,0.2,2,14,0,0,1,0.0,0.0,0.44897959183673464,0,0,6.994798970768598,-0.7296211079769996,0.8022458568108835,0.6658483336950016,-1.3741725890342131,-1.0165613357597505
2,2,0.11127077392489758,2,0.5333333333333333,4,4,3,4,1,0.0,0.0,0.346938775510204,1,0,-2.780212390149523,1.828993087349935,-1.3549437701897578,0.027634011733684627,1.5257979475107266,1.0659334539155334
2,0,0.1180821519299919,2,0.5333333333333333,4,6,4,4,1,0.0,0.0,0.39795918367346933,1,0,-0.9429908850570872,2.5490845021033595,-1.4895345536973892,-0.6414260328249217,-0.5572725098056595,0.6564652980893437
0,0,0.011231873027470798,5,0.4,2,12,0,4,1,0.0,0.0,0.5,1,0,4.951189441531986,-0.7718264158289969,2.749828105663658,0.95715134798839,-0.8662365818053935,-0.7567672411904014
0,2,0.18935603792668365,0,0.8666666666666667,0,3,4,4,0,0.0,0.0,0.44897959183673464,1,1,-3.8478724363988013,-0.6745730393291769,-1.523329251015622,-4.273691602982012,1.692202850337865,0.42169734855884045
0,0,0.12261495215189615,0,1.0,2,10,0,4,1,0.0,0.0,0.6020408163265305,1,1,3.0172822964740638,-2.6188948386707063,-1.7806344093901652,-0.21686851729559287,-0.7351689803483686,-0.33701232492985955
0,0,0.19610179180916235,2,0.5333333333333333,5,8,4,2,0,0.0,0.0,0.19387755102040813,1,0,1.054137082594763,2.831220816856985,-1.846596698997788,-0.48636950614348495,-0.24763509386512433,-2.25183943831765
0,1,0.04367725109345348,5,0.26666666666666666,2,4,0,2,1,0.0,0.0,0.39795918367346933,1,0,-2.940791099558317,-0.590337599888354,2.597336158320089,0.984300610009399,0.7278228645315046,-1.4327178801114349
0,0,0.07086864012610655,5,0.4,2,14,0,4,1,0.0,0.4687786960514233,0.39795918367346933,1,0,6.944842044762756,-0.7833738439121518,2.7830992432753634,0.9337469274993377,-1.016304048537593,-0.7903907804643598
0,0,0.0654414575320594,2,0.5333333333333333,0,13,4,4,0,0.0,0.0,0.39795918367346933,1,0,5.94039849355469,0.03488604680251317,0.40660215011814693,-3.895140019656573,-1.008139871529592,-0.24994041695088898
0,1,0.13839653883493505,1,0.8,2,13,0,4,1,0.0,0.0,0.39795918367346933,1,1,6.073080762459402,-2.2701581106821314,-0.8022129300117808,-0.018351560037294545,0.02000137317318032,-0.29093310446959175
2,0,0.10554591489836718,2,0.5333333333333333,4,2,3,4,1,0.0,0.0,0.39795918367346933,1,0,-4.928554733350084,1.8627516002580782,-1.4344215197213797,0.0657237357330216,-0.27721574631944834,0.7523324291194293
0,4,0.11360821045723776,4,0.6,2,15,0,1,1,0.0,0.0,0.6020408163265305,0,1,8.269280480442404,-0.9980642897596033,1.9109293642422,0.5623769078114205,2.822750326088761,-1.5559762153219483
0,0,0.24015384459260614,2,0.5333333333333333,0,3,1,4,1,0.0,0.0,0.8061224489795917,1,0,-4.022662212821569,-2.1713651367097455,0.6364489483751536,-1.676976954087408,-0.32630237538483897,0.036809265695174176
0,0,0.12250805925114082,2,0.5333333333333333,2,2,0,4,1,0.0,0.0,0.39795918367346933,1,0,-4.980353281559056,-1.817613894162363,-0.10477455920223266,0.35948920777914606,-0.12264596092300994,-0.35709144118714975
2,1,0.12071049952134981,4,0.7333333333333334,4,11,1,4,1,0.0,0.0,0.520408163265306,1,0,4.098552655320272,1.1051503367566609,0.7605430225766436,1.7455279999335198,-0.016616235524636286,0.6789556403212575
2,0,0.1716578209408605,4,0.6,4,12,3,2,1,0.0,0.0,0.43877551020408156,1,0,5.019533809504055,2.675821294025014,0.46970756550747317,0.36144940202695097,-1.0119927617267308,-0.5528944672418266
0,0,0.25346809957276667,1,0.8,0,3,3,4,1,0.0,0.3232323232323232,0.39795918367346933,1,0,-4.012207071180093,-1.1184539121033419,-0.5183396929539146,-3.2403016154212,-0.28405499215987423,0.06141596360324364
2,1,0.03224782916078925,4,0.6,2,0,3,4,1,0.0,0.0,0.39795918367346933,1,0,-6.904840999406808,1.5485736276870528,1.1825369322940398,-0.8094989070586451,0.7105582841350602,1.2495365167010384
2,1,0.20243824059697657,4,0.6,2,8,0,2,1,0.0,0.0,0.14285714285714282,1,0,1.0774033966436223,-0.48472757960361745,1.6438135504667362,1.0175581729672383,0.054505721798841306,0.21642023222066586
0,0,0.15568545072609372,5,0.4,4,6,4,4,1,0.0,0.0,0.39795918367346933,0,0,-0.997070796310215,3.160869777691958,1.2986666436165912,-0.24770176575504133,-0.18456108702883045,-1.2524566573552476
2,0,0.12510190343782454,4,0.6,4,6,3,4,1,0.0,0.0,0.39795918367346933,1,0,-0.9649896478560347,2.5733161485189457,0.41387536914385104,0.4926082265110938,-0.5716497441738416,0.5331044034865382
2,0,0.3597866201208972,2,0.5333333333333333,1,0,5,4,0,0.0,0.0,0.24489795918367346,1,0,-6.98073922923692,1.8518536835769694,-0.4735056072547339,-3.3981397558760245,-0.29937219659195946,1.3580792508234425
2,0,0.04862206255940843,4,0.6,2,12,0,4,1,0.0,0.0,0.37755102040816324,0,1,4.981912710750701,-0.6373560854114353,1.7293382939907287,1.0416610369923063,-1.2446465512953644,0.913923489850966
0,2,0.17129384384841506,4,0.7333333333333334,2,10,0,4,1,0.0,0.0,0.39795918367346933,1,0,3.1251454693118257,-1.1574860672106144,1.8490186706534268,0.7226110978858846,1.234624590012309,-0.2955566452873961
2,0,0.3352851435781383,5,0.26666666666666666,2,6,0,4,1,0.0,0.0,0.42857142857142855,1,0,-1.0106555088409142,-0.22958678787422082,2.5450287013672774,1.3531134844886805,-0.7821341942115942,0.9799769523408473
0,2,0.05156635309160654,1,0.8,2,10,0,4,1,0.0,0.0,0.39795918367346933,1,0,3.160382798258353,-2.263826073516847,-0.8309293738340102,0.009158616033696054,1.2235896998782447,-0.06675284533179693
2,0,0.1087209046657398,1,0.8,2,13,0,4,1,0.0,0.0,0.5,1,0,6.014049489232032,-1.7602742079686071,-0.9355762265851131,0.3121349355382037,-1.3254902381880878,1.1703672790657125
0,0,0.05571488010066876,2,0.5333333333333333,5,0,4,4,0,0.0,0.0,0.39795918367346933,1,0,-6.9242227478670815,2.73504675513355,-1.9372669666848519,-0.3319230894980021,0.34281429948243874,-1.133734787931496
2,0,0.1878710384510001,2,0.5333333333333333,4,5,1,4,1,0.0,0.0,0.346938775510204,1,0,-1.935816564728282,0.4256387991406325,-1.1360154236470323,1.351803614083077,-0.5475081021219221,0.7584353586153396
0,1,0.220287325411081,1,0.8,2,10,0,2,1,0.0,0.0,0.39795918367346933,1,1,3.087304482269375,-2.112905961481548,-0.9001120755128772,-0.044455099351227156,0.259104485354047,-1.2243268940657823
0,0,0.08935434658331726,2,0.5333333333333333,2,6,0,4,1,0.0,0.0,0.37755102040816324,1,0,-0.9934850001249851,-1.8411043094358683,-0.03635227821876641,0.3127595671146306,-0.4243920910292819,-0.4246919375324487
0,0,0.07852501327704542,0,0.8666666666666667,0,3,4,4,0,0.0,0.0,0.39795918367346933,1,0,-4.002614614483216,-0.6506177130892015,-1.5683717666289545,-4.259125606870691,-0.26099889766093226,0.07475798183451143
0,1,0.06042696271940952,4,0.6666666666666666,2,2,0,4,1,0.0,0.0,0.39795918367346933,1,0,-4.92606081452189,-1.0965408414701816,1.69369300808738,0.8243666708595765,0.8619602519645511,-0.33456118903983345
2,0,0.17534562601692022,4,0.6666666666666666,4,10,1,4,1,0.0,0.0,0.42857142857142855,1,0,3.024449137729989,1.126546198855669,0.7251380337169582,1.7658081719276295,-0.9177290643613156,0.5223564148563611
2,0,0.013523981557591934,4,0.6,2,3,5,3,0,0.0,0.0,0.39795918367346933,1,0,-3.9934334160021265,3.1585739279516654,0.9095957454293548,-2.308364937922967,-0.4375928940270912,0.4413282009762898
2,0,0.14523294872185183,2,0.5333333333333333,4,8,3,4,0,0.0,0.0,0.2959183673469387,0,0,1.0507742313539046,1.9601477546517954,-1.3692026250697884,-0.12155348916603392,-0.7317202167449365,0.5724302809003516
0,0,0.02675705205616613,0,0.9333333333333333,2,10,5,4,0,0.0,0.43663911845730025,0.6020408163265305,0,1,3.009792765402005,1.062962095633897,-2.4328016869192437,-3.6356722791728466,-0.6266780091219945,-0.5584290038377704
0,1,0.16189538703010253,1,0.8,0,3,1,4,1,0.0,0.0,0.5510204081632653,1,1,-3.9325608176794846,-2.5525757005984078,-0.24837278526582374,-1.9266850613710105,0.6481330298800047,0.29060945005229355
0,2,0.0659941885441931,2,0.5333333333333333,0,3,1,4,1,0.0,0.0,0.6020408163265305,1,0,-3.867456296185176,-2.189978330268489,0.6821076490397264,-1.692040461123939,1.6289163842400507,0.38497203895024246
0,0,0.15269989141575588,4,0.6,2,13,0,4,1,0.0,0.0,0.39795918367346933,1,1,5.960164489378543,-1.1488669318923375,1.8631796892373218,0.7047077639243937,-0.9455021110172775,-0.6947477036021588
0,0,0.13827137942582277,3,0.13333333333333336,2,6,0,4,1,0.0,0.0,0.39795918367346933,0,0,-1.006173019309979,-1.4580508530790588,0.8734237109941987,0.5596783329796489,-0.4275407026348566,-0.5485422756803822
0,0,0.029812971250545453,4,0.6666666666666666,2,8,0,4,1,0.0,0.0,0.39795918367346933,0,0,0.9766171080393828,-1.1164755639786978,1.7674027211203758,0.7640003049847699,-0.5745424692032131,-0.6534659560776868
0,0,0.09139140053378796,2,0.5333333333333333,2,0,0,4,1,0.0,0.0,0.47959183673469385,1,0,-6.97390891779,-1.8075353484377397,-0.13917877537132917,0.3828102933530222,0.028034946750724987,-0.3238284170424808
2,0,0.1189765343021348,2,0.5333333333333333,2,6,0,4,1,0.05013050130501305,0.0,0.39795918367346933,1,0,-0.9749510653330793,-1.340998875362059,-0.1471058995538912,0.6358648990234428,-0.792683331874669,1.2106894541324453
2,0,0.03194000466810769,1,0.8,2,12,0,4,1,0.024070240702407025,0.0,0.39795918367346933,1,0,5.017528494984199,-1.7522123918654242,-0.9525087891812418,0.3236261112077783,-1.2492532530560192,1.1877903158677063
2,4,0.19054742019396326,3,0.2,3,15,1,4,1,0.0,0.0,0.39795918367346933,0,0,8.309816061074123,0.17596184958322159,0.4552343875326419,0.768992739461362,2.5280739347236523,1.380711703882319
0,0,0.09292578723576987,2,0.5333333333333333,2,14,0,4,1,0.0,0.0,0.39795918367346933,1,0,6.980140168471189,-1.8893652668358016,0.10034463800049398,0.21942181481650724,-1.028372762713702,-0.5601842862444653
0,0,0.07059464250075265,0,1.0,2,10,0,4,1,0.0,0.0,0.44897959183673464,1,1,3.017552746217297,-2.6155301086220026,-1.7802455268932278,-0.21699621355440812,-0.7343064879650323,-0.3360966154140945
2,0,0.06312972941888824,4,0.6,0,13,1,4,1,0.0,0.0,0.5816326530612245,1,0,5.940117204623369,-0.9911489367148434,2.4773436655058534,-0.9973425354416892,-1.4402499340325856,1.352776826098884
0,0,0.09691532796839217,2,0.5333333333333333,2,2,0,4,1,0.0,0.0,0.39795918367346933,1,0,-4.980351605109427,-1.8176481938318307,-0.10477868321063166,0.35945246447065204,-0.1225711634148424,-0.3571305195988692
2,0,0.11561346715242048,4,0.6,0,0,1,4,0,0.0,0.0,0.39795918367346933,1,0,-7.017706527953452,-0.7828430060717801,2.2242656839788877,-0.9652421888956333,-0.45340424365909343,1.5387003710853997
0,0,0.10659590086021724,2,0.5333333333333333,2,0,5,4,0,0.0,0.0,0.39795918367346933,1,1,-6.981038271251566,1.871843331433408,-0.7877585234608071,-3.039265170237117,0.14280639432549252,-0.4996121105585629
0,2,0.12136809382219922,4,0.6,2,3,0,4,1,0.0,0.0,0.5,1,1,-3.852249294431326,-1.114397830636113,1.737130238339651,0.8066427708932309,1.7627226865989711,-0.1791507280906499
2,4,0.12745692994117508,4,0.6,4,15,3,4,1,0.0,0.0,0.39795918367346933,1,0,8.315055736289683,2.473617415814119,0.6580328776982334,0.3581073445738381,2.6565083940921874,1.0750259408211242
2,0,0.06036336820883355,4,0.6,4,10,3,4,1,0.0,0.0,0.31632653061224486,1,0,3.02198751940204,2.551157182210786,0.4824514665706823,0.44581203531075775,-0.8730193812664259,0.46585373563981936
2,0,0.20139772615797824,1,0.8,5,12,3,2,0,0.0,0.0,0.39795918367346933,1,0,5.072673027705215,2.217908277156879,-2.673826071653641,0.20851295700214534,-0.9445353420239062,-0.5783668150876446
2,2,0.10148939696843615,1,0.8,2,12,0,4,1,0.0,0.0,0.7040816326530611,1,1,5.1718247328144225,-1.7818462340347172,-0.9080436642629226,0.3091211924093158,0.7028305410788983,1.5330518705722262
2,0,0.13489681114121704,4,0.6,4,6,1,4,1,0.0,0.0,0.39795918367346933,1,0,-0.9624586202627619,1.152889257039143,0.6608563650099131,1.8136078745555146,-0.6155136269795639,0.5895267891508653
1,0,0.07608271345598955,4,0.6,2,10,2,4,1,0.0,0.0,0.19387755102040813,1,0,2.9771530356378113,0.5443444909767652,1.5101790551989984,-0.4198910877939279,-0.8581540725402299,0.11859667507511018
2,0,0.13641428440953512,2,0.5333333333333333,4,8,3,4,1,0.0,0.0,0.39795918367346933,0,0,1.0515383878712372,1.831419753532325,-1.3381233604306069,-0.001925753240775041,-0.7370169149323657,0.6070724659705338
0,0,0.013482712779452207,4,0.7333333333333334,2,0,0,4,1,0.0,0.0,0.39795918367346933,1,0,-6.996758905602365,-1.0749787485164166,1.6328995262558539,0.853814750248618,0.03616770991266158,-0.47369306549890644
1,4,0.13562814801284068,5,0.33333333333333337,2,15,0,4,1,0.0,0.0,0.01020408163265306,1,0,8.260984316735918,-0.5723421287134935,2.8414770307646435,1.055423091893067,2.632650617034048,0.7071795084999635
2,0,0.20116770346015025,5,0.4,4,8,3,4,0,0.0,0.0,0.21428571428571425,1,0,1.0157008045625187,3.0655577944914807,1.3212358623259932,0.5906538818192006,-0.7132982751135633,0.3871936256892998
2,1,0.0768830571369616,3,0.2,2,4,0,4,1,0.0,0.0,0.39795918367346933,1,0,-2.903317062212939,-0.9632160286786533,0.7535386442383316,0.8951666019117959,0.33905231336198044,1.338748949198083
2,0,0.29399201009393716,2,0.5333333333333333,4,12,1,4,1,0.0,0.0,0.2959183673469387,1,0,5.041218880022757,0.3850939994904734,-1.0162102559350132,1.2702570964400801,-1.0759725007666892,0.6404846350208597
0,0,0.17876146307966567,1,0.8,2,8,0,4,1,0.0,0.0,0.39795918367346933,0,0,1.0119701493274063,-2.2242619574459663,-0.9165220798595792,0.04974015643602803,-0.5863799706082493,-0.423602456080453
0,0,0.026610243451964152,2,0.5333333333333333,2,8,5,4,0,0.0,0.0,0.39795918367346933,1,0,0.9926279763660046,1.8239283162951265,-0.65102210294611,-3.1327299530279453,-0.4608353450999708,-0.6350993599656927
0,0,0.09989209229322481,2,0.5333333333333333,2,12,0,4,1,0.0,0.0,0.47959183673469385,1,0,4.9865820376190255,-1.8792356818901046,0.0659465585137522,0.2427975758398646,-0.877803156595183,-0.5268631119273337
0,0,0.22414088213704617,2,0.5333333333333333,0,2,1,4,0,0.14344143441434415,0.0,0.39795918367346933,1,1,-5.0195769851211836,-2.0304267774942453,0.5885220499338475,-1.7852682764752636,-0.24370292137418698,0.020779124251443015
0,0,0.22594182455356993,2,0.5333333333333333,0,12,3,4,0,0.0,0.0,0.346938775510204,1,0,4.945035202628037,-0.6679980648761314,0.5131564798848718,-3.2227657244618775,-0.9548053217632119,-0.20423927546718423
0,1,0.17315905731286133,2,0.5333333333333333,2,11,0,4,1,0.0,0.0,0.39795918367346933,1,1,4.067431260793048,-1.8828093293274304,0.07165511475533615,0.2471718427433789,0.17472730308387346,-0.33574893223470625
2,0,0.12838378610595252,0,0.8666666666666667,2,10,0,4,1,0.0,0.0,0.5,1,0,3.035757359849929,-2.112250752573134,-1.8828436669362407,0.10861359726504483,-1.1029009103687506,1.2979210600503865
2,0,0.028447718885201756,5,0.26666666666666666,4,12,1,4,1,0.0,0.0,0.39795918367346933,1,0,5.0054288243509015,1.4940474373046255,1.675471015246943,1.9867719958238477,-1.0642331202329307,0.4084807744413492
0,1,0.2696556086637372,0,1.0,4,10,1,4,0,0.0,0.0,0.5,1,1,3.129693381072504,-0.7422466888216057,-2.761262539400554,0.3604528971200034,0.4163738372884189,-0.6675953779387616
0,0,0.1608075149768455,4,0.6666666666666666,2,10,0,4,1,0.0,0.0,0.39795918367346933,1,0,2.970174392166128,-1.132734604186905,1.8078799537821515,0.7385322314992393,-0.7190898684600675,-0.6433239555289367
0,0,0.18567229207470326,4,0.6,0,2,4,4,0,0.0,0.0,0.39795918367346933,1,0,-5.046657405955883,0.8352251783568656,1.9985103066047614,-3.293079838321277,-0.17060152849247662,-0.21520512513757573
2,0,0.13549554669291633,4,0.6,0,6,4,2,0,0.0,0.0,0.24489795918367346,1,0,-1.0366405737383468,1.454636720071389,1.9101276582354128,-3.077984834509408,-0.8270165070975991,0.3693101389912061
2,0,0.0713489816421591,2,0.5333333333333333,2,12,5,1,0,0.0,0.3611111111111111,0.346938775510204,0,0,5.004534638454284,2.513753602633085,-0.770155951966355,-2.9458486462642544,-1.1178973338986844,-0.5874396984595205
2,1,0.14478643407312694,1,0.8,2,11,0,4,1,0.0,0.0,0.39795918367346933,1,1,4.098229128883323,-1.7574638095770367,-0.9469143599782242,0.32811746794664454,-0.19727188739303206,1.3784779796739697
2,1,0.06988630789891179,4,0.6,4,5,1,4,1,0.0,0.0,0.5,1,0,-1.88192078982412,1.145008950655531,0.666065921194577,1.8178472307168632,0.4365684145401153,0.7792356589601162
0,2,0.12109477273419185,0,1.0,2,10,0,4,1,0.0,0.43663911845730025,0.6020408163265305,1,1,3.172179742717524,-2.643686231912268,-1.7365865885446938,-0.23172266236535077,1.2191587338207972,0.009587253319712108
0,0,0.12881135770897395,4,0.6,2,12,0,4,1,0.0,0.0,0.47959183673469385,1,1,4.96331600569041,-1.1447546761337297,1.8458703014808229,0.7163704833762006,-0.8703267665792201,-0.678394282160955
0,0,0.10744089600606177,4,0.7333333333333334,0,3,4,4,0,0.0,0.0,0.39795918367346933,0,0,-4.049828644389919,0.8300140612557154,2.001282465418953,-3.304929049539763,-0.2526964036594639,-0.27472957946781706
2,1,0.1604232417640035,2,0.5333333333333333,4,8,3,2,1,0.0,0.0,0.39795918367346933,1,0,1.1334586162155196,1.9547042275042026,-1.3559035061025235,-0.0728086709451865,0.25948761259438763,-0.15983744002599987
1,0,0.07570858830334581,0,0.8666666666666667,2,3,0,4,1,0.0,0.0,0.39795918367346933,1,1,-3.9502965622217032,-2.3185667674960504,-1.9469853912216428,0.028622652044670405,-0.38977052433769344,0.5991685088858021
0,0,0.12583391684679474,1,0.8,2,3,0,4,1,0.15024150241502415,0.0,0.6020408163265305,1,1,-3.971747648040499,-2.2041446547238257,-0.9968301284844081,0.10556021746900957,-0.202605817877418,-0.2968970033995817
0,2,0.09257128166617618,0,0.8666666666666667,4,10,1,4,0,0.0,0.0,0.5,1,0,3.206857583146056,-0.7503506032909337,-2.730672433948608,0.355214071384087,1.3938073802958173,-0.4956137487326322
2,0,0.11908072105350394,4,0.6,4,13,3,4,0,0.0,0.0,0.39795918367346933,1,0,6.011022521748127,2.657902788664937,0.5021845155699849,0.29131332138448807,-1.0951743810740115,0.37933165453926954
2,0,0.061664349526254714,2,0.5333333333333333,4,2,1,4,1,0.0,0.0,0.39795918367346933,1,0,-4.926020189684128,0.4422527709587314,-1.1874491732731287,1.3866463208337774,-0.3209227538628583,0.8086728543516593
2,2,0.20659759220358362,2,0.5333333333333333,2,2,0,4,1,0.07688076880768807,0.0,0.39795918367346933,1,1,-4.806944884818005,-1.3400487070221576,-0.1704109001184133,0.6678873286334535,1.4628213991313275,1.6255589862081719
2,4,0.19794670915321202,5,0.33333333333333337,4,15,3,4,0,0.3409534095340953,0.0,0.31632653061224486,1,0,8.302070589366334,2.9758912716228387,1.5336661049079747,0.48025804195264654,2.666160879090616,0.961014757132193
2,0,0.12354654407809947,5,0.4,4,5,3,4,1,0.0,0.0,0.39795918367346933,1,0,-1.9737958325641811,2.952833809291591,1.3008111744330166,0.7452173415134606,-0.4923194864562468,0.471961930692403
2,1,0.11973357959292748,2,0.5333333333333333,4,0,1,4,0,0.0,0.0,0.39795918367346933,1,0,-6.842961626444677,0.5692295768598106,-1.2303941333920287,1.2830907283932043,0.8116064838514206,0.9808346477759664
0,0,0.0760475335139688,2,0.5333333333333333,2,5,0,4,1,0.0,0.0,0.39795918367346933,1,0,-1.990227360104849,-1.8356040926312656,-0.0535010548222461,0.3244162742470247,-0.34896348983256775,-0.40792430206391095
2,0,0.28420725045074297,1,0.8,4,12,2,4,1,0.0,0.0,0.39795918367346933,1,0,5.052007630773331,0.7176610251653024,-2.048016155256508,0.36764958896287836,-1.0583585645592746,0.6903127391816417
0,0,0.035882864323817834,0,0.9333333333333333,2,10,0,4,1,0.0,0.0,0.39795918367346933,1,1,3.017510722123478,-2.6126253438875264,-1.7760986477680185,-0.21587031640933252,-0.7339508430849903,-0.33646735385713655
0,2,0.21873805488747494,2,0.5333333333333333,2,8,0,4,1,0.0,0.4331955922865014,0.5,0,1,1.1544544122458982,-1.8759226959347968,0.035326101049248715,0.27711779720484375,1.3712070544535635,-0.15630918656241932
2,0,0.24733122930218557,4,0.6,2,12,5,4,0,0.04064040640406404,0.0,0.24489795918367346,1,0,4.975016998368473,3.038760354759857,1.0870350647564344,-2.3825413128104054,-1.1232782417525433,0.7824610324465278
0,0,0.06128007631341269,2,0.5333333333333333,4,6,3,4,0,0.0,0.0,0.39795918367346933,1,0,-0.9612269736290484,1.4644811330928453,-1.286884394768376,-0.4237422135815434,-0.2059518323735148,-0.9862968462224465
0,0,0.0563975062833406,5,0.26666666666666666,2,5,0,4,1,0.0,0.0,0.5,1,0,-2.0260335230589996,-0.7263211045285871,2.638219839719902,1.0412842023364173,-0.3379427617167579,-0.6395526983297077
0,2,0.19674044306430827,4,0.6,2,12,0,4,1,0.0,0.0,0.5,1,0,5.118114402494091,-1.1680806103887253,1.8909853568910704,0.7017322910338277,1.0831424584360771,-0.3313213956475647
0,1,0.12521759132408508,4,0.6666666666666666,2,2,0,2,1,0.0,0.0,0.39795918367346933,1,1,-4.921713096506038,-0.9572395416397796,1.6470720980909757,0.7632323504918335,0.8746600264050829,-1.3187430081687954
0,0,0.1591669119114548,4,0.6,2,12,0,4,1,0.0,0.0,0.5612244897959183,1,0,4.96317159476854,-1.1465456990130671,1.8456633182812479,0.7164423372008966,-0.8707943945822147,-0.67887867315061
2,0,0.06112311964901242,2,0.5333333333333333,4,2,1,4,1,0.0,0.0,0.4081632653061224,1,0,-4.926037957041405,0.4420230823790159,-1.1874757448228768,1.3866490778642675,-0.3209685358894749,0.8086056851896473
2,0,0.1269387023337156,4,0.6,4,8,3,4,0,0.0,0.0,0.39795918367346933,1,0,1.0274838769092094,2.6877932059275134,0.4167174634349926,0.34966832049169994,-0.7177751555520956,0.4639468510248519
0,0,0.07209723194744658,1,0.8,2,3,0,4,1,0.0,0.0,0.6020408163265305,1,0,-3.971766437081959,-2.2035869347227326,-0.9962684759300846,0.1056827637306168,-0.20278899528793592,-0.29670572257772543
2,0,0.04387885922272624,1,0.8,4,3,3,2,1,0.0,0.0,0.39795918367346933,0,0,-3.9154097460764343,1.6250398512337911,-2.378287710777797,-0.2470782355744392,-0.3502937974524497,-0.21403619480992409
2,1,0.17299330566295587,1,0.8,2,10,0,4,1,0.0,0.0,0.5,1,1,3.1013416270692273,-1.7537396613984597,-0.9642683217620205,0.33986204855498126,-0.122343525034973,1.3947782618816982
2,0,0.1957364616420238,4,0.6,4,8,3,2,1,0.0,0.0,0.346938775510204,1,0,1.0328619534472017,2.7018181421739564,0.40157514986506837,0.40812713889741103,-0.7096991066269324,-0.4845780577957466
0,0,0.18641513008121832,1,0.8,2,3,5,4,0,0.0,0.0,0.39795918367346933,1,1,-3.978688649232084,1.4786721366584832,-1.6445144408706867,-3.3162928122812305,-0.08773885132275591,-0.47154196359969136
2,0,0.06725593069551422,4,0.6,4,0,3,4,0,0.0,0.39462809917355374,0.2755102040816326,1,0,-6.945906359973837,2.736614387988844,0.2792740396778042,0.44279150106630216,-0.11265002162266502,0.5995651019127468
